
Initial statistics: 108 variables; iteration 0; function evaluation 0; phase 1
Function value 7.3786824e+03; maximum gradient component mag -2.5954e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
Estimating row 78 out of 185 for hessian
Estimating row 79 out of 185 for hessian
Estimating row 80 out of 185 for hessian
Estimating row 81 out of 185 for hessian
Estimating row 82 out of 185 for hessian
Estimating row 83 out of 185 for hessian
Estimating row 84 out of 185 for hessian
Estimating row 85 out of 185 for hessian
Estimating row 86 out of 185 for hessian
Estimating row 87 out of 185 for hessian
Estimating row 88 out of 185 for hessian
Estimating row 89 out of 185 for hessian
Estimating row 90 out of 185 for hessian
Estimating row 91 out of 185 for hessian
Estimating row 92 out of 185 for hessian
Estimating row 93 out of 185 for hessian
Estimating row 94 out of 185 for hessian
Estimating row 95 out of 185 for hessian
Estimating row 96 out of 185 for hessian
Estimating row 97 out of 185 for hessian
Estimating row 98 out of 185 for hessian
Estimating row 99 out of 185 for hessian
Estimating row 100 out of 185 for hessian
Estimating row 101 out of 185 for hessian
Estimating row 102 out of 185 for hessian
Estimating row 103 out of 185 for hessian
Estimating row 104 out of 185 for hessian
Estimating row 105 out of 185 for hessian
Estimating row 106 out of 185 for hessian
Estimating row 107 out of 185 for hessian
Estimating row 108 out of 185 for hessian
Estimating row 109 out of 185 for hessian
Estimating row 110 out of 185 for hessian
Estimating row 111 out of 185 for hessian
Estimating row 112 out of 185 for hessian
Estimating row 113 out of 185 for hessian
Estimating row 114 out of 185 for hessian
Estimating row 115 out of 185 for hessian
Estimating row 116 out of 185 for hessian
Estimating row 117 out of 185 for hessian
Estimating row 118 out of 185 for hessian
Estimating row 119 out of 185 for hessian
Estimating row 120 out of 185 for hessian
Estimating row 121 out of 185 for hessian
Estimating row 122 out of 185 for hessian
Estimating row 123 out of 185 for hessian
Estimating row 124 out of 185 for hessian
Estimating row 125 out of 185 for hessian
Estimating row 126 out of 185 for hessian
Estimating row 127 out of 185 for hessian
Estimating row 128 out of 185 for hessian
Estimating row 129 out of 185 for hessian
Estimating row 130 out of 185 for hessian
Estimating row 131 out of 185 for hessian
Estimating row 132 out of 185 for hessian
Estimating row 133 out of 185 for hessian
Estimating row 134 out of 185 for hessian
Estimating row 135 out of 185 for hessian
Estimating row 136 out of 185 for hessian
Estimating row 137 out of 185 for hessian
Estimating row 138 out of 185 for hessian
Estimating row 139 out of 185 for hessian
Estimating row 140 out of 185 for hessian
Estimating row 141 out of 185 for hessian
Estimating row 142 out of 185 for hessian
Estimating row 143 out of 185 for hessian
Estimating row 144 out of 185 for hessian
Estimating row 145 out of 185 for hessian
Estimating row 146 out of 185 for hessian
Estimating row 147 out of 185 for hessian
Estimating row 148 out of 185 for hessian
Estimating row 149 out of 185 for hessian
Estimating row 150 out of 185 for hessian
Estimating row 151 out of 185 for hessian
Estimating row 152 out of 185 for hessian
Estimating row 153 out of 185 for hessian
Estimating row 154 out of 185 for hessian
Estimating row 155 out of 185 for hessian
Estimating row 156 out of 185 for hessian
Estimating row 157 out of 185 for hessian
Estimating row 158 out of 185 for hessian
Estimating row 159 out of 185 for hessian
Estimating row 160 out of 185 for hessian
Estimating row 161 out of 185 for hessian
Estimating row 162 out of 185 for hessian
Estimating row 163 out of 185 for hessian
Estimating row 164 out of 185 for hessian
Estimating row 165 out of 185 for hessian
Estimating row 166 out of 185 for hessian
Estimating row 167 out of 185 for hessian
Estimating row 168 out of 185 for hessian
Estimating row 169 out of 185 for hessian
Estimating row 170 out of 185 for hessian
Estimating row 171 out of 185 for hessian
Estimating row 172 out of 185 for hessian
Estimating row 173 out of 185 for hessian
Estimating row 174 out of 185 for hessian
Estimating row 175 out of 185 for hessian
Estimating row 176 out of 185 for hessian
Estimating row 177 out of 185 for hessian
Estimating row 178 out of 185 for hessian
Estimating row 179 out of 185 for hessian
Estimating row 180 out of 185 for hessian
Estimating row 181 out of 185 for hessian
Estimating row 182 out of 185 for hessian
Estimating row 183 out of 185 for hessian
Estimating row 184 out of 185 for hessian
Estimating row 185 out of 185 for hessian
size of file gradfil1.tmp = 857520000
size of file gradfil2.tmp = 0
size of file varssave.tmp = 0
size of file cmpdiff.tmp = 3000000120
